Source,Article URL,Article Section,Publication Date,Headline (Text),Headline Length,Article Word Count,Scrape Date
ABC News,https://abcnews.go.com/Entertainment/wireStory/house-vote-trumps-request-cut-funding-npr-pbs-122764163,Entertainment,,"House will vote on Trump's request to cut funding for NPR, PBS and foreign aid",15,831,2025-06-17T14:21:19.433785
ABC News,https://abcnews.go.com/Health/wireStory/louisiana-ag-investigating-cvs-sending-mass-text-messages-122796364,Health,,Louisiana AG investigating CVS for sending mass text messages lobbying against legislation,12,839,2025-06-17T14:21:19.584032
ABC News,https://abcnews.go.com/US/former-coast-guard-lieutenant-arrested-charged-threats-kill/story?id=122912015,US,,Former Coast Guard lieutenant arrested and charged with threats to kill President Trump,13,339,2025-06-17T14:21:19.724540
ABC News,https://abcnews.go.com/Business/wireStory/arizona-desert-farm-raising-fish-raises-questions-water-122812635,Business,,"In the Arizona desert, a farm raising fish raises questions about water use",13,1222,2025-06-17T14:21:19.913046
ABC News,https://abcnews.go.com/Technology/wireStory/coinbase-adds-former-top-obama-harris-adviser-plouffe-122765129,Technology,,Coinbase adds former top Obama and Harris adviser Plouffe as it broadens its political reach,15,377,2025-06-17T14:21:20.071919
ABC News,https://abcnews.go.com/International/wireStory/now-g7-leaders-salvage-summit-after-trumps-early-122917017,World,,Now we are six: G7 leaders try to salvage their summit after Trump's early exit,15,811,2025-06-17T14:21:20.219753
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,Entertainment,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:21:20.301732
ABC News,https://abcnews.go.com/Business/wireStory/g7-leaders-gather-canada-summit-overshadowed-israel-iran-122864530,Business,,G7 leaders gather for summit overshadowed by Israel-Iran crisis and trade wars,12,904,2025-06-17T14:21:20.506863
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-vance-boelter/story?id=122919011,Health,,Minnesota shootings latest: Witness recalls moment she spotted suspect,9,791,2025-06-17T14:21:20.730846
ABC News,https://abcnews.go.com/Business/wireStory/leonard-lauder-philanthropist-globalized-family-cosmetic-business-dies-122897539,Business,,"Leonard Lauder, who globalized family cosmetic business, dies at age 92",11,722,2025-06-17T14:21:20.882074
ABC News,https://abcnews.go.com/US/damar-hamlin-youth-soccer-coachs-life-saved-spectators/story?id=122892813,US,,'Like Damar Hamlin': Youth soccer coach's life saved by spectators' rapid response,12,709,2025-06-17T14:21:21.033980
ABC News,https://abcnews.go.com/Health/wireStory/kraft-heinz-pulling-artificial-dyes-us-products-2027-122924885,Health,,Kraft Heinz pulling certain artificial dyes from its US products in 2027,12,528,2025-06-17T14:21:21.179640
ABC News,https://abcnews.go.com/Technology/wireStory/us-reports-arrest-chinese-scientist-permit-send-biological-122665998,Technology,,US reports the arrest of another Chinese scientist with no permit to send biological material,15,329,2025-06-17T14:21:21.388134
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-vance-boelter/story?id=122919011,Lifestyle,,Minnesota shootings latest: Witness recalls moment she spotted suspect,9,791,2025-06-17T14:21:21.472914
ABC News,https://abcnews.go.com/Politics/us-braces-potential-israeli-strike-iran-trump-pursues/story?id=122793206,Politics,,US braces for potential Israeli strike on Iran even as Trump pursues nuclear deal,14,609,2025-06-17T14:21:21.623874
ABC News,https://abcnews.go.com/Business/wireStory/direct-flight-us-greenland-2008-lands-trumps-birthday-122850080,Business,,First direct flight from US to Greenland since 2008 lands on Trump's birthday,13,537,2025-06-17T14:21:21.790415
ABC News,https://abcnews.go.com/Technology/nintendo-switch-2-races-record-sales-driven-mario/story?id=122726415,Technology,,"Nintendo Switch 2 races to record sales, driven by Mario Kart World's blockbuster debut",14,577,2025-06-17T14:21:21.968427
ABC News,https://abcnews.go.com/Entertainment/wireStory/worlds-oldest-restaurant-faces-challenge-madrid-tavern-older-122719532,Entertainment,,World's oldest restaurant faces challenge from Madrid tavern that says its even older,13,840,2025-06-17T14:21:22.124993
ABC News,https://abcnews.go.com/US/john-hoffman-yvette-statement-minnesota-shooting/story?id=122884878,US,,Hoffmans release update after assassination attempt: 'Incredibly lucky to be alive',11,478,2025-06-17T14:21:22.300159
ABC News,https://abcnews.go.com/Politics/nation-immigrants-nation-laws-obama-speaks-immigration/story?id=122877733,Politics,,'Nation of immigrants and a nation of laws': Obama speaks out about immigration,13,238,2025-06-17T14:21:22.483565
ABC News,https://abcnews.go.com/Technology/wireStory/truck-units-toyota-daimler-reach-merger-deal-announced-122689820,Technology,,"Truck units of Toyota and Daimler reach merger deal, first announced two years ago",14,368,2025-06-17T14:21:22.665545
ABC News,https://abcnews.go.com/Politics/brad-lander-new-york-detained-ice/story?id=122937246,Politics,,"Brad Lander, New York City comptroller and mayoral candidate, arrested for alleged assault at immigration court",16,466,2025-06-17T14:21:22.790495
ABC News,https://abcnews.go.com/International/wireStory/uk-lawmakers-decriminalizing-abortion-amid-concern-increasing-prosecution-122920550,World,,UK lawmakers consider decriminalizing abortion amid increasing prosecution concern,9,360,2025-06-17T14:21:22.935102
ABC News,https://abcnews.go.com/Business/israel-iran-conflict-expected-hike-us-gas-prices/story?id=122828270,Business,,"Israel-Iran conflict expected to hike US gas prices, experts say. Here's how much.",13,714,2025-06-17T14:21:23.080796
ABC News,https://abcnews.go.com/Business/wireStory/major-us-stock-indexes-fared-firday-6132025-122830573,Business,,"How major US stock indexes fared Firday, 6/13/2025",8,262,2025-06-17T14:21:23.203700
ABC News,https://abcnews.go.com/Business/wireStory/china-gets-boost-retail-sales-export-goods-stay-122881771,Business,,"China retail sales rise as exports stay home, tariffs weigh on factory output",13,487,2025-06-17T14:21:23.344410
ABC News,https://abcnews.go.com/Business/wireStory/smaller-amusement-parks-hope-strong-summer-shadow-tariffs-122886202,Business,,Smaller amusement parks hope for a strong summer under the shadow of tariffs,13,997,2025-06-17T14:21:23.580737
ABC News,https://abcnews.go.com/Business/wireStory/jbs-shares-expected-begin-trading-nyse-122810116,Business,,Shares of meatpacking giant JBS begin trading on the NYSE,10,346,2025-06-17T14:21:23.735713
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Entertainment,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:21:23.917055
ABC News,https://abcnews.go.com/Politics/klobuchar-slain-minnesota-lawmaker-decent-person/story?id=122857524,Politics,,Klobuchar on slain Minnesota lawmaker: 'Such a decent person',9,737,2025-06-17T14:21:24.068914
ABC News,https://abcnews.go.com/US/wireStory/mahmoud-khalil-requests-transfer-louisiana-jail-after-judge-122901400,US,,Mahmoud Khalil requests transfer from Louisiana jail after judge blocks his release,12,568,2025-06-17T14:21:24.161056
ABC News,https://abcnews.go.com/Health/cdc-vaccine-advisers-removed-committee-rfk-jr-speak/story?id=122900198,Health,,CDC vaccine advisers who were removed from committee by RFK Jr. speak out,13,545,2025-06-17T14:21:24.323992
ABC News,https://abcnews.go.com/Technology/wireStory/shooting-las-vegas-strip-bellagio-killed-2-livestreamed-122797764,Technology,,"Shooting on Las Vegas Strip near Bellagio that killed 2 was livestreamed, police say",14,450,2025-06-17T14:21:24.454321
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-vance-boelter/story?id=122919011,Sports,,Minnesota shootings latest: Witness recalls moment she spotted suspect,9,791,2025-06-17T14:21:24.546991
ABC News,https://abcnews.go.com/Politics/trump-call-walz-after-minnesota-shootings-calls-grossly/story?id=122870353,Politics,,Trump says calling Walz after Minnesota shootings would be 'waste of time',12,600,2025-06-17T14:21:24.668871
ABC News,https://abcnews.go.com/Entertainment/wireStory/macys-fourth-july-show-feature-jonas-brothers-eric-122765709,Entertainment,,"Macy’s Fourth of July show to feature Jonas Brothers, Eric Church, Lenny Kravitz and Trisha Yearwood",16,260,2025-06-17T14:21:24.782287
ABC News,https://abcnews.go.com/Politics/democrats-condemn-sen-alex-padillas-treatment-noem-news/story?id=122787892,Politics,,Democrats condemn senator being pushed down and handcuffed at Noem press conference,12,1226,2025-06-17T14:21:24.975359
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-vance-boelter/story?id=122919011,Business,,Minnesota shootings latest: Witness recalls moment she spotted suspect,9,791,2025-06-17T14:21:25.077240
ABC News,https://abcnews.go.com/Politics/large-security-presence-expected-secure-trumps-military-parade/story?id=122819104,Politics,,"Large security presence expected to secure Trump's military parade, festival",10,420,2025-06-17T14:21:25.271090
ABC News,https://abcnews.go.com/Health/wireStory/new-york-lawmakers-approve-bill-medically-assisted-suicide-122677728,Health,,Lawmakers approve bill that would allow medically assisted suicide for terminally ill,12,394,2025-06-17T14:21:25.427117
ABC News,https://abcnews.go.com/Entertainment/wireStory/select-list-winners-2025-tony-awards-122636985,Entertainment,,Select list of winners at the 2025 Tony Awards,9,152,2025-06-17T14:21:25.660504
ABC News,https://abcnews.go.com/Politics/sen-padilla-chokes-senate-floor-recounting-removal-noem/story?id=122937254,Politics,,Sen. Padilla gets emotional on Senate floor recounting being handcuffed at Noem news conference,14,420,2025-06-17T14:21:25.861723
ABC News,https://abcnews.go.com/Technology/wireStory/chinese-hackers-user-lapses-turn-smartphones-mobile-security-122624673,Technology,,Chinese hackers and user lapses turn smartphones into a 'mobile security crisis',12,1016,2025-06-17T14:21:26.047223
ABC News,https://abcnews.go.com/Health/kraft-heinz-remove-artificial-dyes-food-products-2/story?id=122922585,Health,,Kraft Heinz to remove artificial dyes from food products over next 2 years,13,447,2025-06-17T14:21:26.183945
ABC News,https://abcnews.go.com/Entertainment/wireStory/londons-va-storehouse-museum-lets-visitors-hands-5000-122643526,Entertainment,,"London’s V&A Storehouse museum lets visitors get their hands on 5,000 years of creativity",14,898,2025-06-17T14:21:26.336728
ABC News,https://abcnews.go.com/Business/wireStory/air-india-plane-crash-killed-240-people-122805371,Business,,What to know about the Air India plane crash that killed more than 240 people,15,642,2025-06-17T14:21:26.645735
ABC News,https://abcnews.go.com/Technology/wireStory/emperor-penguins-show-dramatic-decline-region-antarctica-satellite-122684176,Technology,,"Emperor penguins show dramatic decline in region of Antarctica, satellite photos show",12,353,2025-06-17T14:21:26.846058
ABC News,https://abcnews.go.com/Entertainment/wireStory/whats-big-glowing-longer-olympic-paris-answer-122789439,Entertainment,,"What’s big, glowing and no longer Olympic? Paris has the answer",11,680,2025-06-17T14:21:27.123149
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,World,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:21:27.238659
ABC News,https://abcnews.go.com/Business/wireStory/lebron-stars-amazon-ad-credits-family-historic-23rd-122917747,Business,,"LeBron stars in Amazon ad, credits family for historic 23rd season return while nursing knee injury",16,605,2025-06-17T14:21:27.389967
ABC News,https://abcnews.go.com/Entertainment/wireStory/movie-review-train-dragon-redeemed-live-action-adaptation-122644086,Entertainment,,Movie Review: ‘How to Train Your Dragon’ might have just redeemed the live-action adaptation,14,726,2025-06-17T14:21:27.592553
ABC News,https://abcnews.go.com/Business/wireStory/credit-scores-decline-millions-us-student-loan-collections-122882180,Business,,Credit scores decline for millions as US student loan collections restart,11,1152,2025-06-17T14:21:27.779618
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Technology,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:21:27.887246
ABC News,https://abcnews.go.com/International/wireStory/nuclear-agency-head-warns-radiological-chemical-contamination-inside-122883552,World,,Nuclear chief warns of contamination at Iran’s main atomic site,10,634,2025-06-17T14:21:28.067265
ABC News,https://abcnews.go.com/Entertainment/wireStory/bob-dylan-carole-king-keith-richards-celebs-react-122746678,Entertainment,,"Bob Dylan, Carole King, Keith Richards and more celebs react to the death of Brian Wilson",16,962,2025-06-17T14:21:28.229823
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-vance-boelter/story?id=122919011,US,,Minnesota shootings latest: Witness recalls moment she spotted suspect,9,791,2025-06-17T14:21:28.346935
ABC News,https://abcnews.go.com/Technology/wireStory/grassland-bird-eavesdrops-prairie-dog-calls-safe-predators-122772785,Technology,,A grassland bird eavesdrops on prairie dog calls to keep itself safe from predators,14,542,2025-06-17T14:21:28.502938
ABC News,https://abcnews.go.com/International/wireStory/spain-aprils-iberian-blackout-caused-multiple-technical-factors-122927183,World,,"Spain says April's Iberian blackout was caused by multiple technical factors, not a cyberattack",14,440,2025-06-17T14:21:28.661332
ABC News,https://abcnews.go.com/Health/wireStory/supreme-court-rules-girl-epilepsy-opinion-affect-education-122774860,Health,,Supreme Court rules for girl with epilepsy in opinion that could affect education access lawsuits,15,266,2025-06-17T14:21:28.870629
ABC News,https://abcnews.go.com/International/wireStory/pope-leo-xivs-fashion-choices-make-waves-122805186,World,,"Pope Leo XIV's fashion choices make waves, and many wonder what they mean",13,847,2025-06-17T14:21:29.143196
ABC News,https://abcnews.go.com/International/wireStory/tiny-church-denmark-celebrates-community-coziness-12-walls-122927480,World,,A tiny church in Denmark celebrates community and coziness within 12 walls — one for each apostle,17,535,2025-06-17T14:21:29.310656
ABC News,https://abcnews.go.com/Technology/wireStory/meta-invests-143b-ai-firm-scale-recruits-ceo-122799843,Technology,,Meta invests in AI firm Scale and recruits its CEO for 'superintelligence' team,13,986,2025-06-17T14:21:29.474863
ABC News,https://abcnews.go.com/Business/wireStory/consumer-sentiment-rises-1st-time-year-inflation-remains-122815249,Business,,Consumer sentiment rises for 1st time this year as inflation remains tame,12,461,2025-06-17T14:21:29.614286
ABC News,https://abcnews.go.com/International/london-zoo-weighs-measures-animals-adorable-event/story?id=57359618,Lifestyle,,"London Zoo weighs, measures all of its animals in adorable event",11,252,2025-06-17T14:21:29.771494
ABC News,https://abcnews.go.com/International/wireStory/bunker-buster-bombs-irans-fordo-nuclear-facility-122920121,World,,What to know about bunker-buster bombs and Iran's Fordo nuclear facility,11,777,2025-06-17T14:21:29.941401
ABC News,https://abcnews.go.com/US/made-america-oprah-winfrey-shares-favorite-things-year/story?id=105638722,Business,,Made In America: Oprah Winfrey shares her 'Favorite Things' of the year,12,799,2025-06-17T14:21:30.128645
ABC News,https://abcnews.go.com/Technology/wireStory/czech-president-appoints-new-justice-minister-amid-bitcoin-122684951,Technology,,Czech president appoints a new justice minister amid a bitcoin scandal,11,319,2025-06-17T14:21:30.326156
ABC News,https://abcnews.go.com/Technology/wireStory/scammers-ai-enroll-fake-students-online-classes-steal-122681093,Technology,,"Scammers are using AI to enroll fake students in online classes, then steal college financial aid",16,1159,2025-06-17T14:21:30.508942
ABC News,https://abcnews.go.com/Entertainment/wireStory/worlds-popular-tiktok-star-khaby-lame-leaves-us-122710141,Entertainment,,Popular TikTok star leaves US after being detained,8,331,2025-06-17T14:21:30.685661
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,World,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:21:30.802737
ABC News,https://abcnews.go.com/Health/wireStory/judge-tosses-defamation-case-brought-ohio-doctor-acquitted-122906094,Health,,Judge tosses defamation case brought by doctor who was acquitted of killing patients,13,629,2025-06-17T14:21:30.946307
ABC News,https://abcnews.go.com/Politics/week-transcript-6-15-25-sen-amy-klobuchar/story?id=122854690,Politics,,"'This Week' Transcript 6-15-25: Sen. Amy Klobuchar, Israeli Ambassador to the United States Yechiel Leiter & Retired Gen. Joseph Votel",20,8077,2025-06-17T14:21:31.141797
ABC News,https://abcnews.go.com/Politics/senate-finance-committees-version-big-beautiful-bill-sets/story?id=122910234,Politics,,"Senate Finance Committee's version of the 'big, beautiful bill' sets up a potential clash with the House",17,1198,2025-06-17T14:21:31.334481
ABC News,https://abcnews.go.com/International/wireStory/blast-fireworks-factory-central-china-kills-9-people-122918632,World,,A blast at a fireworks factory in central China kills 9 people,12,165,2025-06-17T14:21:31.460234
ABC News,https://abcnews.go.com/Technology/wireStory/shoppers-wary-digital-shelf-labels-study-found-lead-122643619,Technology,,"Shoppers are wary of digital shelf labels, but a study found they don't lead to price surges",17,1038,2025-06-17T14:21:31.648010
ABC News,https://abcnews.go.com/US/california-lawmakers-introduce-legislation-ban-law-enforcement-wearing/story?id=122900904,US,,California lawmakers introduce legislation to ban law enforcement from wearing face coverings,12,335,2025-06-17T14:21:31.767855
ABC News,https://abcnews.go.com/Entertainment/wireStory/taylor-swift-travis-kelce-attend-game-4-stanley-122797094,Entertainment,,Taylor Swift and Travis Kelce attend Game 4 of Stanley Cup Final between Panthers and Oilers,16,414,2025-06-17T14:21:31.959477
ABC News,https://abcnews.go.com/International/wireStory/czech-coalition-government-faces-parliamentary-confidence-vote-bitcoin-122920122,World,,Czech coalition government faces a parliamentary no-confidence vote over bitcoin scandal,11,333,2025-06-17T14:21:32.108308
ABC News,https://abcnews.go.com/Technology/wireStory/hong-kong-police-accuse-mobile-game-app-promoting-122693654,Technology,,Hong Kong police accuse a mobile game app of promoting armed revolution,12,507,2025-06-17T14:21:32.245290
ABC News,https://abcnews.go.com/Business/wireStory/taiwan-adds-chinas-huawei-smic-export-control-list-122862724,Business,,Taiwan adds China’s Huawei and SMIC to export control list,10,257,2025-06-17T14:21:32.471044
ABC News,https://abcnews.go.com/Business/wireStory/trump-suggests-hell-extend-deadline-tiktoks-chinese-owner-122925929,Business,,Trump suggests he'll extend deadline for TikTok's Chinese owner to sell app,12,312,2025-06-17T14:21:32.635427
ABC News,https://abcnews.go.com/Entertainment/wireStory/music-festivals-become-open-harm-reduction-initiatives-122689922,Entertainment,,Music festivals have become more open to harm reduction initiatives. How far will it go?,15,1152,2025-06-17T14:21:32.789906
ABC News,https://abcnews.go.com/Business/wireStory/juneteenth-celebrations-adapt-after-corporate-sponsors-pull-support-122884361,Business,,Juneteenth celebrations adapt after corporate sponsors pull support,8,819,2025-06-17T14:21:32.995118
ABC News,https://abcnews.go.com/Business/wireStory/meta-invests-143b-ai-firm-scale-recruits-ceo-122799842,Business,,Meta invests $14.3B in AI firm Scale and recruits its CEO for 'superintelligence' team,14,986,2025-06-17T14:21:33.453902
ABC News,https://abcnews.go.com/Health/rare-brain-eating-amoeba-after-texas-woman-dies/story?id=122648208,Health,,What to know about rare brain-eating amoeba after Texas woman dies,11,623,2025-06-17T14:21:33.597561
ABC News,https://abcnews.go.com/International/wireStory/kenyan-police-shoot-protester-close-range-latest-protests-122935951,World,,Kenyan police shoot protester at close range during latest protests,10,341,2025-06-17T14:21:33.763766
ABC News,https://abcnews.go.com/US/made-america-oprah-winfrey-shares-favorite-things-year/story?id=105638722,US,,Made In America: Oprah Winfrey shares her 'Favorite Things' of the year,12,799,2025-06-17T14:21:33.848328
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,Entertainment,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:21:33.987775
ABC News,https://abcnews.go.com/Politics/israeli-ambassador-irans-nuclear-program-set-back-dramatically/story?id=122857851,Politics,,"Israeli ambassador says Iran’s nuclear program ‘set back dramatically, but not enough’",12,776,2025-06-17T14:21:34.184029
ABC News,https://abcnews.go.com/Technology/wireStory/video-game-performers-strike-year-ai-issues-reach-122686615,Technology,,Video game performers on strike for almost a year over AI issues reach tentative deal,15,380,2025-06-17T14:21:34.525919
ABC News,https://abcnews.go.com/International/wireStory/canadian-indigenous-leader-filled-rage-intense-conversation-trump-122900013,World,,Canadian Indigenous leader says he was 'filled with rage' before 'intense' conversation with Trump,14,515,2025-06-17T14:21:34.698709
ABC News,https://abcnews.go.com/US/2-minnesota-lawmakers-shot-targeted-incident-officials/story?id=122840751,US,,"Minnesota lawmaker Melissa Hortman killed, State Sen. John Hoffman wounded in 'targeted political violence'",14,978,2025-06-17T14:21:34.812916
ABC News,https://abcnews.go.com/Health/covid-19-patients-reduced-kidney-function-vaccinated-survive/story?id=122790259,Health,,COVID-19 patients with reduced kidney function who are vaccinated are more likely to survive: Study,15,550,2025-06-17T14:21:34.936992
ABC News,https://abcnews.go.com/Entertainment/wireStory/youth-group-comic-evangelical-kids-sing-silly-songs-122716862,Entertainment,,"In 'Youth Group' comic, evangelical kids sing silly songs about Jesus, fight demons",13,1348,2025-06-17T14:21:35.125517
